,Text1,Text2,Class
171,The Pilot shall be able to control the speed of flight from 0 to maximum speed in any direction in a smooth fashion.,The Pilot shall be able to control the speed of flight from 0 to up to 10 miles per hour in all directions while remaining horozontile to the plane.,Conflict
172,The Pilot shall be able to control the speed of flight from 0 to maximum speed in any direction in a smooth fashion.,The Pilot shall be able to control the speed of flight from 0 to a minimum speed in all  directions in a smooth fashion.,Conflict
173,The Pilot shall be able to control the speed of flight from 0 to maximum speed in any direction in a smooth fashion.,The Pilot shall be able to control the speed of flight from 0 to maximum speed in any direction in a smooth fashion.,Conflict
174,The Pilot shall be able to control the speed of flight from 0 to maximum speed in any direction in a smooth fashion.,The Pilot shall be able to control the speed of flight from 0 to maximum speed in any direction in a jagged fashion. ,Conflict
175,The Pilot shall be able to control the speed of flight from 0 to maximum speed in any direction in a smooth fashion.,The Pilot shall be able to control the speed of flight from 0 to a safe percentage of maximum speed in any direction in a smooth fashion.,Conflict
176,The Pilot shall be able to control the speed of flight from 0 to maximum speed in any direction in a smooth fashion.,The Pilot shall be able to control the speed of flight from 0 to maximum speed in a single direction in a smooth fashion.,Conflict
177,The Pilot shall be able to control the speed of flight from 0 to maximum speed in any direction in a smooth fashion.,The Pilot shall be able to control the speed of flight from 0 to 100mph in any direction in a smooth fashion.,Conflict
178,The Pilot shall be able to control the speed of flight from 0 to maximum speed in any direction in a smooth fashion.,The Pilot shall be able to control the speed of flight from 0 to maximum speed in a vertical direction in a smooth fashion.,Conflict
179,The Pilot shall be able to control the speed of flight from 0 to maximum speed in any direction in a smooth fashion.,The Pilot controller shall fly the UAV by air to a location at most 20 miles from the starting point.,Neutral
180,The Pilot shall be able to control the speed of flight from 0 to maximum speed in any direction in a smooth fashion.,"The UAV shall maintain attitude (roll, pitch, and yaw) in the presence of moderate winds.",Neutral
181,The Pilot shall be able to control the speed of flight from 0 to maximum speed in any direction in a smooth fashion.,"The UAV shall support a stealth mode in which it emits abundant light during flight, which may not be enabled or disabled from the Pilot control.",Neutral
182,The Pilot shall be able to control the speed of flight from 0 to maximum speed in any direction in a smooth fashion.,The Hummingbird shall be able to fly above an average 70 story building,Neutral
183,The Pilot shall be able to control the speed of flight from 0 to maximum speed in any direction in a smooth fashion.,The UAV shall detect instances of communication loss,Neutral
184,The Pilot shall be able to control the speed of flight from 0 to maximum speed in any direction in a smooth fashion.,The UAV shall instantaneously transmit information to the Pilot regarding mission-impacting failures.,Neutral
185,The Pilot shall be able to control the speed of flight from 0 to maximum speed in any direction in a smooth fashion.,The UAB shall periodically transmit the available flight time to the pilot.,Neutral
