Text1,Text2,Class
The Pilot shall be able to fly the UAV to any accessible-by-air location within 20 miles of its origin,The Pilot shall be able to fly the UAV to any accessible-by-air location within 50 miles of its origin,Conflict
The Pilot shall be able to fly the UAV to any accessible-by-air location within 20 miles of its origin,The Pilot shall be able to fly the UAV to any location within 20 miles of its origin which is aaccessible by air.,Duplicate
The Pilot shall be able to fly the UAV to any accessible-by-air location within 20 miles of its origin,The Pilot controller shall fly the UAV by air to a location at most 20 miles from the starting point.,Duplicate
The Pilot shall be able to fly the UAV to any accessible-by-air location within 20 miles of its origin,The Pilot shall be able to fly the UAV to any accessible-by-air location within 32 kilometers of its origin,Duplicate
The Pilot shall be able to fly the UAV to any accessible-by-air location within 20 miles of its origin,The pilot shall be able to fly the UAV to an accessible location in the sky within 30 km of the departure point.,Duplicate
The Pilot shall be able to fly the UAV to any accessible-by-air location within 20 miles of its origin,The Pilot shall be able to direct the UAV to any accessible-by-air location within 20 miles of its origin,Duplicate
The Pilot shall be able to fly the UAV to any accessible-by-air location within 20 miles of its origin,TThe UAV can be piloted to any accessible-by-air location within 20 miles of its origin,Duplicate
The Pilot shall be able to fly the UAV to any accessible-by-air location within 20 miles of its origin,The Pilot shall be able to fly the UAV to any accessible-by-air location within 20 miles of its origin location,Duplicate
The Pilot shall be able to fly the UAV to any accessible-by-air location within 20 miles of its origin,"Within 20 miles of its origin, the Pilot can fly the UAV to any accessible-by-air location",Duplicate
The Pilot shall be able to fly the UAV to any accessible-by-air location within 20 miles of its origin,The camera shall be able to point directly underneath the Hummingbird and to at most 60 degrees in all directions from pointing directly down.,Neural
The Pilot shall be able to fly the UAV to any accessible-by-air location within 20 miles of its origin,The UAV flight range shall be at least 20 miles.,Neural
The Pilot shall be able to fly the UAV to any accessible-by-air location within 20 miles of its origin,"The Pilot shall be able to define, upload, initiation, follow, and terminate a flight plan to the Bird Feeder consisting of a set of waypoints within the flight range of the Bird Feeder.",Neural
The Pilot shall be able to fly the UAV to any accessible-by-air location within 20 miles of its origin,All UAV data transmission shall be secure against authenticated access.,Neural
The Pilot shall be able to fly the UAV to any accessible-by-air location within 20 miles of its origin,"The UAB, when a button pressed, shall send the Pilot the power and estimated flight time remaining.",Neural
The Pilot shall be able to fly the UAV to any accessible-by-air location within 20 miles of its origin,"The Aviary is a system consisting of four elements: a Bird Feeder (pilot controller), the Hummingbird (UAV), and up to 4 Viewers (apps running on devices). ",Neural
The Pilot shall be able to fly the UAV to any accessible-by-air location within 20 miles of its origin,Remote surveillance should support a two hour flight without charging. ,Neural
The Pilot shall be able to fly the UAV to any accessible-by-air location within 20 miles of its origin,The Pilot shall communicate with the UAV using custom communications network capable of communicating within a 50-mile radius of the pilot station.,Neural
